risk_score,file,function,line,operators,alloc_hits,guard_hits,has_cast,expression,reasons
40,net_system.c,abi_tcp_read_text,1964,-,,,0,"read_count = recv(connection->socket_handle, buffer, sizeof(buffer) - 1, 0);",no nearby overflow or range guard | pointer or indexed arithmetic
40,net_system.c,abi_http_server_route_actor,2296,+,,,0,route = &server->routes[server->route_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,net_system.c,abi_net_http_concurrency_server_thread,2556,+,,,0,for (request_index = ctx->slot; request_index < ctx->rounds; request_index += ctx->batch_size) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,net_system.c,abi_net_http_concurrency_server_thread,2931,+,,,0,for (header_index = 0; header_index < request->response_header_count; ++header_index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,ownership.c,kain_ownership_find_slot,215,-,,,0,slot = encoded_slot - 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,abi_process_index_insert,314,+,,,0,uint32_t encoded_slot = slot + 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,abi_process_spec_lookup,393,-,,,0,slot = encoded_slot - 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,abi_process_lookup,417,-,,,0,slot = encoded_slot - 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,abi_process_utf8_to_wide,679,*,malloc(,overflow,0,wide_text = (wchar_t*)malloc(allocation_size);,size math feeds allocation or copy sink | multiplication can amplify overflow
40,process_system.c,abi_process_utf8_buffer_append_quoted_argument,873,+,,,0,for (index = 0u; argument[index] != '\0'; index++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,process_system.c,abi_process_utf8_buffer_append_quoted_argument,887,+,,,0,for (index = 0u; argument[index] != '\0'; index++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,process_system.c,abi_process_utf8_buffer_append_quoted_argument,890,+,,,0,backslash_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,abi_process_build_command_line_w,931,+,,,0,for (index = 0; index < spec->argument_count; index++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,process_system.c,abi_process_wide_duplicate,962,*,malloc(,overflow,0,copy = (wchar_t*)malloc(allocation_size);,size math feeds allocation or copy sink | multiplication can amplify overflow
40,process_system.c,abi_process_wide_entry_list_free,1010,+,,,0,for (index = 0u; index < list->count; index++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,process_system.c,abi_process_wide_entry_key_length,1025,+,,,0,index += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,abi_process_build_environment_block_w,1152,*,malloc(,overflow,0,flattened = (wchar_t*)malloc(allocation_size);,size math feeds allocation or copy sink | multiplication can amplify overflow
40,process_system.c,abi_process_text_has_path_separator,1327,+,,,0,for (index = 0u; text[index] != '\0'; index++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,process_system.c,abi_process_spec_append_direct_arg,1577,+,,,0,spec->argument_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,process_system.c,kain_attrition_process_fill_snapshot,2127,+,,,0,process_pty_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,kain_attrition_process_fill_snapshot,2131,+,,,0,process_os_handle_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,kain_attrition_process_fill_snapshot,2134,+,,,0,process_os_handle_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,kain_attrition_process_fill_snapshot,2137,+,,,0,process_pipe_handle_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,kain_attrition_process_fill_snapshot,2138,+,,,0,process_os_handle_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,kain_attrition_process_fill_snapshot,2141,+,,,0,process_pipe_handle_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,kain_attrition_process_fill_snapshot,2142,+,,,0,process_os_handle_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,kain_attrition_process_fill_snapshot,2145,+,,,0,process_pipe_handle_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,kain_attrition_process_fill_snapshot,2146,+,,,0,process_os_handle_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,kain_attrition_process_fill_snapshot,2149,+,,,0,process_os_handle_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,kain_attrition_process_fill_snapshot,2152,+,,,0,process_pipe_handle_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,kain_attrition_process_fill_snapshot,2153,+,,,0,process_os_handle_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,kain_attrition_process_fill_snapshot,2156,+,,,0,process_pipe_handle_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,kain_attrition_process_fill_snapshot,2157,+,,,0,process_os_handle_live_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,process_system.c,abi_process_spec_add_arg,2276,+,,,0,spec->argument_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,process_system.c,abi_process_spec_set_env,2314,+,,,0,for (index = 0; index < spec->environment_count; index++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,process_system.c,abi_process_spec_set_env,2340,+,,,0,spec->environment_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,process_system.c,abi_process_allocate_slot,2427,+,,,0,g_processes[slot].id = g_next_process_id++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,ray_sphere_benchmark.c,kain_ray_sphere_mod_mul_nonnegative,27,>>,,,0,count >>= 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,realtime.c,realtime_copy_string_value,176,-,,,0,length = out_cap - 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,realtime.c,realtime_count_array_objects,314,+,,,0,values[count++] = value;,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,426,+,,,0,values[count++] = (int)value;,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1449,+,,,0,for (i = 0; i < contract->pass_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1467,+,,,0,for (i = 0; i < contract->resource_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1549,+,,,0,for (i = 0; i < contract->resource_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1575,+,,,0,resource = &contract->resources[contract->resource_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1627,+,,,0,for (i = 0; i < schedule->step_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1681,+,,,0,for (i = 0; i < contract->pass_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1696,+,,,0,for (i = 0; i < contract->attachment_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1709,+,,,0,for (i = 0; i < contract->dependency_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1733,+,,,0,for (i = 0; i < contract->resource_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1761,+,,,0,for (i = 0; i < schedule->step_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1776,+,,,0,for (i = 0; i < schedule->barrier_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1810,+,,,0,&contract->passes[contract->pass_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1845,+,,,0,contract->capture_hook_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1850,+,,,0,&contract->passes[contract->pass_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1885,+,,,0,contract->capture_hook_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1890,+,,,0,&contract->passes[contract->pass_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1906,+,,,0,contract->capture_hook_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1909,+,,,0,if (has_render_scene && contract->attachment_count + 3 <=,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1913,+,,,0,attachment = &contract->attachments[contract->attachment_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1933,+,,,0,attachment = &contract->attachments[contract->attachment_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1953,+,,,0,attachment = &contract->attachments[contract->attachment_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,1988,+,,,0,&contract->attachments[contract->attachment_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2019,+,,,0,&contract->dependencies[contract->dependency_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2043,+,,,0,&contract->dependencies[contract->dependency_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2092,+,,,0,for (i = 0; i < bundle->primary_material.resource_binding_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2099,+,,,0,for (i = 0; i < bundle->primary_compute.resource_binding_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2111,+,,,0,for (i = 0; i < contract->resource_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2112,+,,,0,contract->estimated_bytes += contract->resources[i].byte_length;,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2116,+,,,0,contract->transient_pool_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2117,+,,,0,contract->transient_pool_bytes += contract->resources[i].byte_length;,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2150,+,,,0,&schedule->steps[schedule->step_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2172,+,,,0,&schedule->steps[schedule->step_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2214,+,,,0,&schedule->steps[schedule->step_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2241,+,,,0,&schedule->barriers[schedule->barrier_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2275,+,,,0,&schedule->barriers[schedule->barrier_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2319,+,,,0,for (i = 0; i < schedule->step_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,realtime.c,realtime_count_array_objects,2321,+,,,0,schedule->async_step_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,reflection.c,kain_reflection_lookup_type_by_id,396,+,,,0,for (int i = 0; i < payload->type_count; i++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,reflection.c,kain_reflection_lookup_type_by_name,413,+,,,0,for (int i = 0; i < payload->type_count; i++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,reflection.c,kain_reflection_lookup_item_by_id,430,+,,,0,for (int i = 0; i < payload->item_count; i++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,reflection.c,kain_reflection_lookup_item_by_name,447,+,,,0,for (int i = 0; i < payload->item_count; i++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,reflection.c,kain_reflection_get_items_by_kind,475,+,,,0,for (int i = 0; i < payload->item_count && count < max_items; i++) {,no nearby overflow or range guard | pointer or indexed arithmetic
